bid_id,bidder_id,auction,merchandise,device,time,country,ip,url
7362530,8ebc5b544d62622e45e1ee22a56265e0xwwsb,7vevy,auto parts,phone91,9707691315789473,sd,182.80.61.189,8zoom0v9q9gjfnn
6682032,197e90906939267ace2422e78e8e83889znqp,9ul86,home goods,phone30,9703919684210526,ng,127.247.172.237,vasstdc27m7nks3
1576616,6293977f00232d6df7e5b8897fa77b368obfb,kgfpv,jewelry,phone28,9768439684210526,za,189.194.235.133,0uxcwwufiqbovzy
2290702,953879d32e39e014cf8ce73daa2547cb2ke8t,61qzn,mobile,phone11,9772558789473684,cz,111.239.243.58,tsevu7l6wu24k2t
6470461,3ff6b18ac678f4143157a822e7a82babpmohh,6rojs,mobile,phone119,9702719736842105,th,174.98.215.246,d65tql6wpole66o
4253812,6456f47568ffea72878ee3d3a45cbc4aj4t28,oqjvp,home goods,phone246,9641114052631578,qa,199.109.248.2,vasstdc27m7nks3
3443055,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,rsjeu,sporting goods,phone159,9636891736842105,in,122.118.75.65,vasstdc27m7nks3
5894419,05068af5ba4645de987789f5a3248cd1a9nft,jqx39,sporting goods,phone6,9699452736842105,uk,163.217.207.124,zo4iidjo37ob6pg
6398264,197e90906939267ace2422e78e8e83889znqp,tulxs,home goods,phone124,9702134947368421,mx,229.36.216.120,cbarivryi7xtxl7
5267741,93e3c34171ab65e0b031dc67461e48b478u36,yhyyn,jewelry,phone11,9695706315789473,my,0.159.159.71,8i3rx33frm28u5k
7058081,4d68592e6de1b3f780b1d53b46bead33xbu5r,zy1v7,office equipment,phone46,9705482578947368,sa,85.43.183.158,oxkbha0tldpkwj1
4024422,ec86220eb6ce57c91a02a7356b342599jrcut,jqx39,mobile,phone168,9640302473684210,sa,131.76.120.93,vasstdc27m7nks3
6855150,76ed824b414b5e690ff82e7cd2f5be52256my,dh4qx,office equipment,phone35,9704749684210526,ng,225.236.81.16,vasstdc27m7nks3
2904955,3ff6b18ac678f4143157a822e7a82babpmohh,eaz7i,mobile,phone1026,9634532421052631,ng,64.223.9.125,ydqffo9ezqblhy7
566656,f54258c2e26abb410bf4733f7fde4671jf5a0,onkt6,home goods,phone4,9762517473684210,ng,63.22.39.220,vasstdc27m7nks3
1588194,bbc20f1d1bfe8059bd64bbdac4d5f11e5c3fv,udb7l,mobile,phone305,9768470052631578,id,245.229.191.152,126vi7q87kwk92l
1036366,8eb7051f291a31dd19950b100722419b633td,7ez64,mobile,phone4,9764721736842105,us,93.232.44.150,vasstdc27m7nks3
5058632,6713e820273f591bdff7d26a48ee30c5k4iii,5s5ou,jewelry,phone566,9644875684210526,ro,176.62.149.174,n26jihb5pvsxoq1
3104568,ed3a12d76a8cf5cbe51a51b04181f95f62hh7,jqx39,office equipment,phone599,9635651631578947,in,41.209.194.28,b7u5rupqm7xscbm
1648074,d89c763e86253e52094e79eb72e40b70ftwb8,hsoav,jewelry,phone8,9768630210526315,id,93.227.210.179,cax0zmqtz815jdr
1941597,e3d0a636bf384a7ea8909f392891f37emm7zb,no273,mobile,phone17,9770180631578947,np,171.70.252.236,7dti2myntv5uoa7
5744375,810ef44671565213729b65a33380f723s5shv,dbeng,mobile,phone46,9698505578947368,th,104.5.66.124,ytygtysf8gwcdkg
4967660,8c33cf751b05ca6a9d886a379a84a2ees9jlu,btbc7,mobile,phone119,9644465052631578,au,52.202.209.94,vasstdc27m7nks3
1181889,245b0605cc3a8a2030a77bda23e6f2cd32612,c61je,jewelry,phone124,9766002210526315,in,83.64.206.72,nj9491xzebtbaj9
4812833,11d5f6925da5809e2d447788b85d6253jj8fu,x8wr8,jewelry,phone17,9643714368421052,in,107.169.10.162,t7xh8mgdcebtsvl
1723612,e3d0a636bf384a7ea8909f392891f37emm7zb,6r696,mobile,phone97,9768850947368421,pk,237.170.2.77,m9il5g5u2bwtiaf
652294,c709b6c05ebd88124fe639a70103c8aerho8s,pb9ng,home goods,phone446,9763078105263157,vn,142.141.135.186,vasstdc27m7nks3
6399649,9328bc6389d718c41e33c4cefe7b9c15k1tau,jqx39,home goods,phone28,9702148210526315,,184.79.227.121,09oj8hcanw1bwad
6452326,56bc5c282c6999d8c931ae90baf77426x6q82,cpztg,sporting goods,phone57,9702591368421052,in,220.26.248.33,1liaw8bnoajy2vq
3640688,15f34e73687d7361ac0d780737fca261g2s9n,uadbw,jewelry,phone13,9637704526315789,it,231.119.29.33,uccyyljbkz6pioa
1860802,dd055846eb553ab8e953b084f2048d53bdqec,hf2j8,mobile,phone129,9769454157894736,hr,4.78.51.78,vasstdc27m7nks3
4662981,dc590b0e061dae3fbee53d414abad997ku14d,jqx39,home goods,phone159,9642595684210526,eg,71.186.3.162,i0wcjmcjeqnpf22
1831848,1096778aca48c41c8d0e288804d5e4e128pco,7mkw3,jewelry,phone212,9769286000000000,uk,189.38.221.8,vasstdc27m7nks3
3829517,197e90906939267ace2422e78e8e83889znqp,gst86,home goods,phone2,9639215105263157,ng,155.184.236.45,vasstdc27m7nks3
1832278,e3d0a636bf384a7ea8909f392891f37emm7zb,4tuo8,mobile,phone178,9769288000000000,uk,18.162.75.63,h34nqa3mfm9ousz
5064158,13b022681839a351f07d017c0edd9ed6ao2w5,lwgcc,jewelry,phone4,9644899421052631,zw,93.66.66.236,vasstdc27m7nks3
1943071,a58ace8b671a7531c88814bc86b2a34cf0crb,zem2w,sporting goods,phone594,9770195526315789,gh,173.87.207.82,vasstdc27m7nks3
811645,0dea01e325acccb9d2e7cdbf0150619c6aycy,orol4,jewelry,phone454,9763913894736842,us,99.52.74.152,jm6v1ksj9gt1ilx
3066640,13b022681839a351f07d017c0edd9ed6ao2w5,wnrde,jewelry,phone45,9635461315789473,za,28.19.136.47,bc95jktjdvxtspw
2018505,bc6c5eefd539e199952520ed7933a81fd8tpd,bstmq,mobile,phone344,9770840000000000,in,154.143.154.6,sqnmowcrmupwzv7
3494043,759b348d21e1f20ce55471813acba5ebm43ch,gst86,sporting goods,phone939,9637065631578947,bj,16.47.216.132,5jvw94eh6j3eqxv
5583579,8807b0d38e7a999be7332aff2f79b3ecoi562,1qxqo,mobile,phone469,9697208684210526,za,117.22.153.104,vasstdc27m7nks3
561036,6c8ffec692e88d81e1b18d47818abb04v6llr,lfz7h,home goods,phone123,9762479736842105,in,27.111.130.81,00r55lew09hujgs
1672134,b95dfc89719b287d7fdfa25a54ca9dfbxldxj,6fzbm,office equipment,phone4,9768696631578947,id,185.16.249.85,vasstdc27m7nks3
1950009,aa5f360084278b35d746fa6af3a7a1a5ra3xe,73dk7,home goods,phone26,9770264789473684,ru,182.133.63.175,vasstdc27m7nks3
886883,ffbc0fdfbf19a8a9116b68714138f2902cc13,srvch,mobile,phone57,9764133947368421,id,177.47.141.241,6k72wuduumavp43
5111490,1fbd6eb9b1839d1239db26d84ab0b131bo7a8,lwgcc,sporting goods,phone4,9645102052631578,ma,186.25.63.32,vasstdc27m7nks3
7461986,759b348d21e1f20ce55471813acba5ebm43ch,9ul86,sporting goods,phone79,9708256473684210,bi,195.251.250.194,vasstdc27m7nks3
4809756,ff92ea4abd33ed38601287f0e1d6726dmgx1f,7fr4s,sporting goods,phone4,9643697105263157,lk,32.170.185.255,vasstdc27m7nks3
6841152,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,uu6z3,sporting goods,phone92,9704714368421052,in,169.173.169.17,97d6bubcdqkt3qo
2807180,759b348d21e1f20ce55471813acba5ebm43ch,lpem0,sporting goods,phone142,9633792315789473,py,27.187.242.92,pc54qifj2i9mejn
6933261,197e90906939267ace2422e78e8e83889znqp,opnq4,home goods,phone11,9704996473684210,eu,240.58.237.193,vasstdc27m7nks3
6725244,c36fad0b52a6be6ec32cc5530c0a2aednea6k,mlyy4,jewelry,phone123,9704158789473684,in,152.54.151.219,q0xh6p59kc62z53
4309051,dc590b0e061dae3fbee53d414abad997ku14d,jqx39,home goods,phone33,9641245105263157,in,50.212.193.84,xosquuqcro853d7
6841800,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,uu6z3,sporting goods,phone179,9704715842105263,in,26.5.70.166,q2yakyg25ljip6w
2844241,4804cf67532d8b3e79726c5a5b74b985q6odg,8en3h,sporting goods,phone13,9634093947368421,in,106.14.60.14,jclyaq6ucv8ic91
3514750,2240c4ebe5702228bbd2bb3b988de7086zge8,22t0t,mobile,phone248,9637145157894736,th,192.118.22.2,vasstdc27m7nks3
3935436,d6517684989560cbb0da1fb2f5bbba9b9y2st,h69su,jewelry,phone1298,9639853052631578,hk,199.76.55.169,vasstdc27m7nks3
3618274,ee6e2051cd4dd9534d5b8bdb036d8403gdxtg,lx0hm,mobile,phone94,9637582736842105,it,235.48.22.112,vasstdc27m7nks3
1702425,8dac2b259fd1c6d1120e519fb1ac14fbqvax8,wp57x,jewelry,phone316,9768785315789473,eg,225.143.126.229,vasstdc27m7nks3
4988717,1fbd6eb9b1839d1239db26d84ab0b131bo7a8,strbn,sporting goods,phone4,9644559842105263,mr,217.199.216.21,vasstdc27m7nks3
4115158,cb557e4675bf4f36f93ef5599adff545nz370,q8l5j,mobile,phone101,9640681526315789,th,119.88.125.198,vasstdc27m7nks3
1597510,8dac2b259fd1c6d1120e519fb1ac14fbqvax8,aolbf,jewelry,phone221,9768494736842105,ke,195.230.8.27,aito83hhgdy6rcd
7350999,66bb4d936cd2df2fb91200c082bc9051gigr8,8aywy,home goods,phone195,9707625473684210,ke,133.24.168.122,vasstdc27m7nks3
3758622,e90e4701234b13b7a233a86967436806wqqw4,ieepb,sporting goods,phone3,9638686210526315,in,144.192.243.164,8dolofxh11xnnxb
7537835,e9447e017477465a0b675becaa7bd261bje3l,obrso,computers,phone53,9708660736842105,my,58.57.24.59,z3qzkki3dy6ndjb
727954,e708c84dc8017b37ecb19f4daf60d041fznqm,boegs,jewelry,phone854,9763559315789473,es,189.9.85.106,2vgr67yh8km0ci0
1313561,6b09f3376045ebad1504abe3b05c9c943aezq,ih5do,jewelry,phone430,9766952421052631,ng,202.115.203.241,vasstdc27m7nks3
4643441,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,uvnl7,sporting goods,phone4,9642454105263157,gh,235.213.190.51,vasstdc27m7nks3
336705,dbd340def489066ae13ffa5cd68e6d2917li7,98lo3,jewelry,phone30,9760738894736842,id,25.178.101.254,3flh4u1of9g6dlw
4077962,197e90906939267ace2422e78e8e83889znqp,ld1xg,home goods,phone59,9640536736842105,dk,126.94.234.228,4cwo2axe4qb9gdd
4033116,5a25525333d74693cb085d7e137be1e3ic8lz,j0u7z,jewelry,phone1658,9640341421052631,us,250.188.211.201,8sfxx3jmpa9jt4z
5030345,9168df1eef03e16a4187546439d60a2edm8yu,eaz7i,computers,phone45,9644748894736842,so,253.190.40.15,vasstdc27m7nks3
2495628,197e90906939267ace2422e78e8e83889znqp,lx0hm,home goods,phone91,9632279842105263,ua,59.240.108.116,vasstdc27m7nks3
2262085,a58ace8b671a7531c88814bc86b2a34cf0crb,03z14,sporting goods,phone1318,9772387473684210,vn,102.112.250.206,3jf4cliernos41e
6976306,514d8bd71a1bcce21f2137998fba94c33dzt6,br4o3,mobile,phone221,9705147105263157,ke,73.208.148.247,vwjvx8n5d6yjwlj
1627596,6293977f00232d6df7e5b8897fa77b368obfb,yjb2m,jewelry,phone1,9768574894736842,za,252.214.6.192,4lpx2z89fq5swzh
3050458,f52c1d81038319775ee3e99ed0ecbf827xfoq,xxzjn,sporting goods,phone189,9635373894736842,in,53.203.83.181,if6er7vutujpq2k
5576120,31a73539583230480189cc651fbbb1fagz0q1,0d5z1,home goods,phone1240,9697132263157894,br,77.73.239.17,vasstdc27m7nks3
2863268,c8f537f6bb0aa2d45da541a875f014358qm7p,gb2b8,sporting goods,phone21,9634230473684210,id,234.175.18.98,2qj7qs3e7tz3zzn
5794391,66bb4d936cd2df2fb91200c082bc9051gigr8,9ul86,home goods,phone133,9698844368421052,sn,238.12.214.21,6z3svz3nr1iqru0
7406550,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,428s0,sporting goods,phone142,9707937473684210,za,251.109.66.83,vasstdc27m7nks3
7357318,cb557e4675bf4f36f93ef5599adff545nz370,ytur6,mobile,phone59,9707661473684210,za,51.148.205.87,owyw727tr7awewu
2932756,3ee4ebb719a1685eb511a4d94e4e9c78k4p5a,j9xvv,sporting goods,phone17,9634720947368421,in,129.223.16.122,eg387zqkn5trhf9
2368547,17eeec8676ad56bfead1a9406277f41cnev3n,ny7pv,mobile,phone83,9631960105263157,in,223.24.184.22,70hgiv64rk1x3vc
894944,54e279a4e162af7fc55d640aa62d0cbc9hxil,ahxl0,mobile,phone1,9764160578947368,in,196.204.5.228,o016ohja2marpqc
5650533,29c103503e1d6ace5626fb07a5ab0dafrtjvs,3xzdm,jewelry,phone3,9697841052631578,in,17.228.220.235,aa01ophjt9m6x5m
6481262,5a25525333d74693cb085d7e137be1e3ic8lz,f9983,jewelry,phone49,9702796684210526,my,192.42.227.110,rj7c6i98ffn9ndj
2302892,49751ca502ec6b3a75de1ed1f96cfd50upx4i,jefix,jewelry,phone4,9772628526315789,vn,28.204.49.105,vasstdc27m7nks3
5245944,2240c4ebe5702228bbd2bb3b988de7086zge8,dc9qu,mobile,phone362,9695645842105263,gt,86.211.221.42,sar5jl2irj8d87z
4269233,9328bc6389d718c41e33c4cefe7b9c15k1tau,jqx39,home goods,phone4,9641148000000000,pk,232.171.163.237,vasstdc27m7nks3
3003976,8807b0d38e7a999be7332aff2f79b3ecoi562,h9zor,mobile,phone28,9635121421052631,mx,71.204.77.62,vasstdc27m7nks3
686637,4cdf0aaf5ef5d0cce46d10a864661e38u9bsn,6fzbm,mobile,phone41,9763294736842105,id,3.210.112.183,afjskutwng14dbk
1995243,cffb5f3c1f4ca815d0f643fcb2f2f316beod4,9ro30,jewelry,phone168,9770665421052631,my,114.188.61.170,wr34g99yoe9op4w
1477654,d174177146370aacbd5ae107b6be78828tx3e,46i7t,home goods,phone20,9767972263157894,tr,47.154.214.206,vasstdc27m7nks3
364968,cffb5f3c1f4ca815d0f643fcb2f2f316beod4,lae7k,jewelry,phone3,9761077105263157,in,233.17.219.136,9kbb429raji82lz
7137827,8482847bc2932bba537791e46a31e4bbv0h2m,rimjm,home goods,phone289,9705951947368421,gh,13.31.35.207,7tlhuufrr93ly5r
1117561,ceb6c86354e97d4d849ef5b1364bb0964nxe3,jefix,sporting goods,phone23,9765311210526315,in,184.126.173.251,vasstdc27m7nks3
5450774,a4a030fc415f812f04b2a8260345223afqlvc,hpu03,jewelry,phone45,9696338631578947,za,41.237.13.249,gj9rjulua2w7h7x
7484552,6056cc81b7b0f4af70e7b520ece25ee7t9d8x,i1zt4,mobile,phone4,9708380157894736,et,64.17.140.198,vasstdc27m7nks3
2510049,cb557e4675bf4f36f93ef5599adff545nz370,6f3t4,mobile,phone272,9632325947368421,ng,37.95.134.218,vasstdc27m7nks3
3825434,d65efaa8129a85f85bf909e5abde8c3628gfv,w3fy7,jewelry,phone5,9639188947368421,in,90.54.148.34,vasstdc27m7nks3
7319568,ef9ce9b85309d7d1044ce57055705bae8pqlg,9ul86,jewelry,phone135,9707438421052631,ph,164.194.227.80,15sg58vk4ambdcg
3226548,6456f47568ffea72878ee3d3a45cbc4aj4t28,pcarn,home goods,phone15,9636220631578947,rs,60.82.178.42,vasstdc27m7nks3
3832637,4f532f604c53034fe8e40d8674d0746el7zei,ewn4v,jewelry,phone97,9639235578947368,my,192.42.227.110,vasstdc27m7nks3
6940537,197e90906939267ace2422e78e8e83889znqp,opnq4,home goods,phone139,9705020526315789,tr,38.172.15.179,vasstdc27m7nks3
2068892,8e46e0478d1fda88696becb31ff7978am9gxx,jefix,sporting goods,phone330,9771184157894736,th,243.250.22.153,vasstdc27m7nks3
7050089,0f33df2513a519a35c8b3dcf1d7c7416jjjzk,frelq,jewelry,phone25,9705445315789473,za,134.1.190.119,3zn5mwn1r5jx3fp
4154688,551b0374c12278228b659d57d29dfe65ng2x4,crmmz,mobile,phone26,9640828789473684,th,119.88.125.198,vasstdc27m7nks3
3352240,759b348d21e1f20ce55471813acba5ebm43ch,zh242,sporting goods,phone35,9636616789473684,id,179.45.132.162,txgdmkk8lmd2uw2
1851862,aa5f360084278b35d746fa6af3a7a1a5ra3xe,2uu2n,home goods,phone133,9769398210526315,rw,1.225.88.202,vasstdc27m7nks3
230614,ae8c2afa894b72e9f05e4ae7af27ef9bp21j8,jefix,home goods,phone240,9760019631578947,sy,208.7.225.46,myek3j32wiqjl7g
3392750,3ff6b18ac678f4143157a822e7a82babpmohh,lx0hm,mobile,phone1463,9636732105263157,ba,109.107.99.65,0puk5t5jc6vy6a0
3610650,602d0a1f5ffa5f30cae407a83794f9aer605i,cc5fs,jewelry,phone20,9637544473684210,id,60.211.98.234,82rz5yyewxvu4qn
3083251,ae45f9b94d86f931c84c94f3975e3d7bkv2r0,enf1x,office equipment,phone732,9635545789473684,gh,109.101.133.231,q0skvht51258k93
1809258,ab7ca72b2babe5c89184cce26625a48dvlebr,diwoh,home goods,phone63,9769176578947368,in,232.215.195.125,vasstdc27m7nks3
6263796,3350dc181383b032a6542a61c67713f9lmevm,rcsi0,mobile,phone58,9701030000000000,ir,151.9.204.140,qt1w33qbpc3ntoz
5234198,e1da7d96b83f16aa80cc254572cc154fcoudy,bpil5,mobile,phone8,9695617684210526,in,96.160.157.74,069e2dnvh15r7cc
2516182,ae45f9b94d86f931c84c94f3975e3d7bkv2r0,ejmp0,office equipment,phone57,9632345842105263,lk,200.25.16.86,6z3svz3nr1iqru0
7618066,7607c4efa792a69e2a8949ccafcbef103squn,rimjm,mobile,phone11,9709046052631578,cy,19.171.34.101,vasstdc27m7nks3
3306515,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,z09mu,sporting goods,phone272,9636510000000000,vn,134.135.216.34,vasstdc27m7nks3
4630102,1cd8d86911413c73e92ad1170cae68c3pocsn,lx0hm,jewelry,phone59,9642366894736842,cz,127.43.198.35,6558q38inystpr0
3631379,f75a0f726d764514f612ee8cd8f65adegt02s,jqx39,mobile,phone46,9637651526315789,ae,11.170.190.172,1p0h1s3z4rta3vg
3326166,3d203a8df1611a9799e0560dc98a78a9nz0ix,aqswk,jewelry,phone71,9636550000000000,tn,36.134.139.71,7mtbxfv50lwxgz5
6740391,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,cxlov,mobile,phone101,9704238000000000,in,52.190.72.230,vasstdc27m7nks3
5481181,66bb4d936cd2df2fb91200c082bc9051gigr8,dc9qu,home goods,phone273,9696479473684210,gt,86.211.221.42,snzd1bqhts7sis6
2501277,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,03oel,mobile,phone237,9632297947368421,uk,221.253.177.93,f4lzqmi0961upjz
2680348,eaaae0fb54c7d36724a9679c3128d5a7gn4k5,oifwx,computers,phone33,9632969421052631,ro,218.131.237.225,vasstdc27m7nks3
6972822,047558bebab9292a5d4c85d6ee768784j2hdd,8tyj1,jewelry,phone65,9705134526315789,za,217.183.229.37,8sq31enkd35j0ab
3929359,17a321c4a0d925ca80507effa52330ac5n5r7,5ngfb,jewelry,phone22,9639820421052631,za,205.192.193.180,isjgjyi77lyk05c
4307383,810ef44671565213729b65a33380f723s5shv,1551c,mobile,phone346,9641241210526315,th,170.227.192.176,san4spe3wwuw834
1148912,990db0dcdb665fb8fda5845b3e5d63082mbqq,jefix,home goods,phone150,9765663315789473,sa,231.150.58.13,pw7wa93jbw4opf8
2400744,8c33cf751b05ca6a9d886a379a84a2ees9jlu,u077v,mobile,phone528,9632023684210526,au,194.153.245.214,vasstdc27m7nks3
4330370,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,leed5,sporting goods,phone4,9641297894736842,ng,160.114.155.198,vasstdc27m7nks3
5330920,969b1c3e54877c5272df5fba2c98cdbd0d67z,gtbqr,sporting goods,phone3045,9695915736842105,in,183.129.95.196,x5sfwrry4qctfih
5596172,622a477170c3e2215b7e3cdb06db93aezz6t7,m8hhx,office equipment,phone432,9697342210526315,mx,42.109.20.55,tesngsc2wqhht3o
4223612,7aef88385c1b7cccf4913b7c0f659d6d4dbr0,uzj32,jewelry,phone16,9641060631578947,mx,185.139.55.188,lwq52xn7b795ri7
6428833,66bb4d936cd2df2fb91200c082bc9051gigr8,hbilc,home goods,phone4,9702403315789473,ke,77.20.38.42,vasstdc27m7nks3
7054660,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,i1zt4,sporting goods,phone101,9705466631578947,za,219.154.171.173,5fp04mjy8oet7l1
4719197,9655ccc7c0c193f1549475f02c54dce45kjw7,kxsj8,sporting goods,phone1152,9643075789473684,us,130.198.19.25,vasstdc27m7nks3
4194289,fa7aa6adcf093b63bcf8dc0d14c4eee6soru4,jqx39,jewelry,phone65,9640983105263157,in,7.22.34.135,vasstdc27m7nks3
6540653,c5c2d4b9864f2e985012c4eea0f99af4a7qlx,feuyx,computers,phone59,9703157052631578,ru,42.186.37.251,z3qzkki3dy6ndjb
4872943,3350dc181383b032a6542a61c67713f9lmevm,oifwx,mobile,phone41,9644024736842105,al,245.39.6.228,vasstdc27m7nks3
7541838,7b9e0b35a7b680c66b995d98756e9d3ctez9h,9hxy0,home goods,phone4,9708681684210526,vn,71.138.42.186,vasstdc27m7nks3
774710,8393c48eaf4b8fa96886edc7cf27b372dsibi,7etdx,jewelry,phone45,9763813263157894,in,105.110.185.98,vasstdc27m7nks3
5743569,29c103503e1d6ace5626fb07a5ab0dafrtjvs,f7q20,jewelry,phone5,9698499684210526,in,12.134.188.108,vasstdc27m7nks3
7242396,9655ccc7c0c193f1549475f02c54dce45kjw7,jqx39,sporting goods,phone13,9706944368421052,in,90.54.148.34,vasstdc27m7nks3
2725637,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,hy5xd,sporting goods,phone4,9633189894736842,ng,224.130.156.216,vasstdc27m7nks3
2305826,807ab76c681425e36b0de902a8a660d3qtqxz,bstmq,mobile,phone57,9772644315789473,in,141.191.115.218,476az3iitv50j5n
808486,223ba984ad966e74ca5aadb36ffff81f621q4,dop6z,mobile,phone8,9763905210526315,bd,57.211.23.165,ap1978llu2mym39
2273939,2271fe5b01f9b8f9d8409014ae4511524grmq,n9b6x,mobile,phone3012,9772458526315789,bn,8.41.85.190,vasstdc27m7nks3
4299284,7b9e0b35a7b680c66b995d98756e9d3ctez9h,z55ag,home goods,phone4,9641221789473684,vn,64.28.177.204,vasstdc27m7nks3
6195802,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,phse1,mobile,phone2,9700719157894736,it,36.180.131.140,lvaguy42pqvf22g
2771595,ac4cd49f9dec09596608bfa1ceb9f9e2kkszb,jhwsi,mobile,phone35,9633488789473684,in,17.223.171.2,vasstdc27m7nks3
272642,49710fce63f54c68f9bae6141673e7c5s1ywf,4tuo8,home goods,phone439,9760237578947368,uk,172.83.101.249,qt1tjy9poo4xkbp
800895,668d393e858e8126275433046bbd35c6tywop,aeqok,furniture,phone25,9763883947368421,br,214.6.182.215,nsyjeysejrrtjgz
625411,e708c84dc8017b37ecb19f4daf60d041fznqm,7msk4,jewelry,phone46,9762903105263157,in,226.188.194.189,vasstdc27m7nks3
572771,6127ca0d14aa64b8d6613200afdb42678ed2e,2e9us,sporting goods,phone17,9762560263157894,ph,243.105.29.37,vasstdc27m7nks3
33088,aa5f360084278b35d746fa6af3a7a1a5ra3xe,012wh,home goods,phone82,9759342105263157,ru,212.124.119.0,vasstdc27m7nks3
3722408,13b022681839a351f07d017c0edd9ed6ao2w5,9ul86,jewelry,phone4,9638353315789473,cm,50.0.84.108,vasstdc27m7nks3
1082558,812032cbfa02c5fb9e7517baf7549891a445u,jkyzt,home goods,phone976,9765008000000000,id,74.5.113.10,vasstdc27m7nks3
3674288,a7bc17dfb615eacffe397be5b2c2f3a6r0bb9,mwws3,office equipment,phone560,9637928473684210,bo,29.18.222.160,9lrzy7cfzp8kt62
5754847,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,v1zxa,mobile,phone115,9698579894736842,in,34.147.65.5,05frbhb526naihc
289019,50a4bfbac8a9653af4099ec1169f684c2nsgu,tep1m,jewelry,phone17,9760338263157894,in,118.183.74.75,5k5lrhxgwn7fr49
4897304,1fbd6eb9b1839d1239db26d84ab0b131bo7a8,strbn,sporting goods,phone225,9644140894736842,et,230.45.80.78,vasstdc27m7nks3
5413861,622a477170c3e2215b7e3cdb06db93aezz6t7,sv0gy,office equipment,phone53,9696193736842105,om,100.94.167.18,99tavzbkzv64fse
5816263,929b75b44585b34d2b917ec181ecbcf298fr8,obbny,jewelry,phone316,9698984789473684,id,70.136.198.20,jv59qp4lgj1gths
6999565,6a6fa4338b082a2b1eae78a1b8840fd3gaflj,hxr05,sporting goods,phone63,9705231736842105,in,44.90.244.29,km5waxu6oisq9iz
578771,9dddb2f6c99dad940da2227d700c9e5btcmkw,xstav,home goods,phone433,9762600157894736,in,111.149.154.1,vasstdc27m7nks3
4016670,29c103503e1d6ace5626fb07a5ab0dafrtjvs,wb5uh,jewelry,phone35,9640266368421052,in,213.123.119.128,vasstdc27m7nks3
163219,8dac2b259fd1c6d1120e519fb1ac14fbqvax8,99clj,jewelry,phone36,9759746105263157,ng,20.30.175.17,vasstdc27m7nks3
1926251,5d598c823d4b507b953743cc17f58ffahnrp0,3lvx4,mobile,phone1054,9770023947368421,za,244.132.127.211,vasstdc27m7nks3
1153401,383fb0bd288eee29232a63f3a7a94ba7l7473,jefix,jewelry,phone485,9765712157894736,pk,137.41.103.41,vasstdc27m7nks3
6701219,9655ccc7c0c193f1549475f02c54dce45kjw7,jqx39,sporting goods,phone1675,9704026210526315,kr,168.239.219.185,vasstdc27m7nks3
1242107,037d9f10da403d8d5f94b6e2957a3702f6x07,qmojd,home goods,phone101,9766479842105263,za,130.173.102.98,vasstdc27m7nks3
713155,638753854c89f7f3bdcce441b2deaf76r0btd,l61zc,computers,phone4,9763465210526315,id,201.65.186.165,vjk6p3d1z6jbfrl
1668904,bc6c5eefd539e199952520ed7933a81fd8tpd,1z4m8,mobile,phone142,9768687368421052,in,59.173.229.114,vasstdc27m7nks3
6590411,dc590b0e061dae3fbee53d414abad997ku14d,jqx39,home goods,phone3,9703436842105263,in,234.58.88.227,xosquuqcro853d7
71429,6c8ffec692e88d81e1b18d47818abb04v6llr,13di0,home goods,phone101,9759449789473684,za,167.19.135.204,1z1icxm7ix3awp8
284194,dd055846eb553ab8e953b084f2048d53bdqec,pnclx,mobile,phone84,9760308157894736,az,7.1.94.33,vasstdc27m7nks3
2899354,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,t1tzy,mobile,phone33,9634493473684210,in,201.243.95.146,vasstdc27m7nks3
3482325,ec0c9e98cdf302274974ad212477f851iw35b,lx0hm,jewelry,phone195,9637024315789473,al,19.127.149.68,vasstdc27m7nks3
460097,6b09f3376045ebad1504abe3b05c9c943aezq,xm9u9,jewelry,phone4,9761877842105263,gh,168.109.107.242,vasstdc27m7nks3
2083582,8e46e0478d1fda88696becb31ff7978am9gxx,uufxd,sporting goods,phone119,9771280526315789,ch,158.34.97.10,vasstdc27m7nks3
1551524,a58ace8b671a7531c88814bc86b2a34cf0crb,zem2w,sporting goods,phone4,9768374210526315,gh,168.109.107.242,vasstdc27m7nks3
6985710,3ff6b18ac678f4143157a822e7a82babpmohh,0rl6i,mobile,phone13,9705180842105263,th,175.170.203.109,jk1hdhc6od40yql
6102466,13b022681839a351f07d017c0edd9ed6ao2w5,yywfx,jewelry,phone140,9700374421052631,ke,56.4.45.79,9ugc9e4ip6kzca7
2373400,d65efaa8129a85f85bf909e5abde8c3628gfv,n7dpe,jewelry,phone4,9631968578947368,in,124.4.49.116,vasstdc27m7nks3
